Vendor List,,,,,,,,,,,,,,,
Category,KW,Vendor name,ADDRESS,Date,Invoice no,HSN NO,item,Specification,Make,Unit ,Unit Rate,GST %,WITH GST,DISCOUNT PRICE,TOTAL
ceiling,,SREE LINGA LAM AND BOARDSS,"1064, Mettupalayam Road, Coimbatore - 641002",4/17/2026,CA00114,68091900,PVC Gypsum ceiling Tiles,7mm / (595x595),,Nos,63.56,18%,75.0008,,
SERVICE,,BLUERAY SYSTEM,"No.42/46, DBMS Building, 100 feet road, Tatabad, 7th Street, Ghandipuram, Coimbatore - 641012",4/18/2026,30534,,canon printer service,dry unit change,canon,Nos,3390,,3390,,
STRUCTURE,10 kW,SHIVAA ENGINEERING WORKS,"NO.108/1, ATHIPALAYAM ROAD, CHINNAVEDAMPATTI, COIMBATORE - 641049",4/22/2026,SHI/26-27/136,73081000,Pre Galvanizing MMS Roof Top,"5 X 3 TABLE, 8KW SYSTEM, NORTH 11 FT; SOUTH 13 FT,MID 12 FT ; RAFTER 6000MM, PURLIN 2950 MM, ",,set,"37,800",18%,"44,604",,
BATTERY,5 kW,S POWER NEW ENERGY INDIA PVT LTD,"36, D227:J228Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",4/22/2026,SPNE/0016/26-27,85076000,Energy Storage System Lithium Battery 51.2V 105 Ah ( Wall Mount),LiFepO4 ,SPIDER,Nos,68200,18%,80476,,
BATTERY,,S POWER NEW ENERGY INDIA PVT LTD,"36, Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",4/22/2026,SPNE/0016/26-27,8587211,Wall Mount Stand Set,,,Set,1000,18%,1180,,
PRINTER,,CODENTRIX TECHNOLOGIES PVT LTD,"No. 6/43, Navarathna Gardens, 2nd Cross Street, Ekkaduthangal, Chennai - 600032",4/27/2026,2026000135,84433290,ZEBRA ZD230 PRINTER,SN: DOJ254700902,ZEBRA,Pcs,12800,18%,15104,,
STICKERS,,CODENTRIX TECHNOLOGIES PVT LTD,"No. 6/43, Navarathna Gardens, 2nd Cross Street, Ekkaduthangal, Chennai - 600032",4/27/2026,2026000135,39199090,PRE PRINTED LABEL,75mm * 160 mm POLYSTER  LABEL,,Nos,4.5,18%,5.31,,
RESIN,,CODENTRIX TECHNOLOGIES PVT LTD,"No. 6/43, Navarathna Gardens, 2nd Cross Street, Ekkaduthangal, Chennai - 600032",4/27/2026,2026000135,96121090,PREMIUM RESIN,85*300,,Nos,1200,18%,1416,,
DIE CHARGES,,CODENTRIX TECHNOLOGIES PVT LTD,"No. 6/43, Navarathna Gardens, 2nd Cross Street, Ekkaduthangal, Chennai - 600032",4/27/2026,2026000135,82089040,DIE CHARGES,,,Nos,1000,18%,1180,,
FRIEGHT CHARGES,,CODENTRIX TECHNOLOGIES PVT LTD,"No. 6/43, Navarathna Gardens, 2nd Cross Street, Ekkaduthangal, Chennai - 600032",4/27/2026,2026000135,998713,FRIEGHT CHARGES , ,,Nos,300,18%,354,,
ACDB,5 KW ,SMAC TRADING & CO,"28, Marythakutty Street, KK Pudur, Saibaba Colony, Coimbatore - 641038",4/27/2026,GST032/2026 - 2027,8536,ACDB Box,3Ph With Indicator,,Nos,3650,18%,4307,,
DCDB,5 KW - 10 KW,SMAC TRADING & CO,"28, Marythakutty Street, KK Pudur, Saibaba Colony, Coimbatore - 641038",4/27/2026,GST032/2026 - 2027,8536,DCDB Box,2 in 2 out For 5-10Kwp (6+6 Panels),,Nos,3600,18%,4248,,
ACDB,5 KW,SMAC TRADING & CO,"28, Marythakutty Street, KK Pudur, Saibaba Colony, Coimbatore - 641038",4/27/2026,GST032/2026 - 2027,8536,ACDB Box,1 Ph for upto 5 Kwp,,Nos,1500,18%,1770,,
DCDB,5 KW ,SMAC TRADING & CO,"28, Marythakutty Street, KK Pudur, Saibaba Colony, Coimbatore - 641038",4/27/2026,GST032/2026 - 2027,8536,DCDB Box,1 in 1 out  for upto 5Kwp,,Nos,1700,18%,2006,,
STRUCTURE,2.2 kw,Unik power,"409, sakkarai korai thottam, Ulaipalar Street, Urumandampalayam, Coimbatore - 641 029",4/28/2026,26-27/92,7308,Elevated Solar Structure,"4x1 - 1 set, South 2m, Column GI, Rafter & Purlin - Aluminium",,set,12760,18%,15056.8,,
WIRE,,Antony Pipes,"SF.No.437/2, Annaiyappa Gounder Street, Nallampalayam op, Aruna Soap Company, Ganapathy Coimbatore - 641 006",4/30/2026,85,8544,4 Sq.mm ,90 mtr,POLYCAB,Coil,5550.85,18%,6550.003,,
WIRE,,Antony Pipes,"SF.No.437/2, Annaiyappa Gounder Street, Nallampalayam op, Aruna Soap Company, Ganapathy Coimbatore - 641 006",4/30/2026,85,8544,6 Sq.mm,90 mtr,POLYCAB,Coil,8686.44,18%,10249.9992,,
BATTERY,,Smart Power Solutions,"178 Old no 14/39 New 177, Raju Naidu Street, Sivananthacolony, Coimbatore - 641012",4/30/2026,SPS/A584/26-27,85072000,150Ah Tall Tublar Battery,150Ah,MICROTEK,Nos,9110,18%,10749.8,,
WIRE,,RAAMU HARDWARES,GOUNDAMPALAYAM,5/4/2026,88,,10 SQ.MM,,,MTR,140,,,,
LIGHT,,SPECTRA TRADERS,"763(Old),Avinashi Road, Peelamedu, Coimbatore - 641004",5/5/2026,26-27/354,94054100,Brc010 Solar Pro IN Led 40/765,,PHILIPS,Nos,5950,5%,6247.5,,
Al.Arm Cable,,TARA ELECTRICALS,"343/1, Rangasamy Lane,Thannerpandal, Peelamedu, Coimbatore - 641004",7/May/2026,TARA/26-27/298,85446020,Al ARM Cable,4C x 25 Sq.mm,KEI,Mtr,210,18%,248,,
ROUTER,,ECAPS COMPUTERS INDIA PVT LTD,"123,Ramalingam Colony, Coimbatore - 33",5/9/2026,EC0949/26-27,85176290,TPLINK ARCHER AX12,S#224B142000353,,Nos,2500,18%,2950,,
BATTERY,5 KW,S POWER NEW ENERGY INDIA PVT LTD,"36, D227:J228Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",09/05/206,SPNE/0020/26-27,85076000,Energy Storage System Lithium Battery 51.2V 105 Ah ( Wall Mount),LiFepO4 (S.NO: 2307060092),SPIDER,Nos,68200,18%,80476,,
BATTERY,,S POWER NEW ENERGY INDIA PVT LTD,"36, Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",09/05/206,SPNE/0020/26-27,8587211,Wall Mount Stand Set,,,Set,1000,18%,1180,,
WIRE,,THE MULTI GREATS,"239-B, Nanjappa road, Coimbatore - 641 018",5/11/2026,TMG-895/26-27,85446020,25 Sq.mm single core,black lap,lapp,MTR,465.93,18%,549.7974,,
ELECTRICALS & HARDWARES,,VELMURUGAN ELECTRICALS,"NO. 394,396, Anna Salai, Pudhucherry",5/12/2026,4504/26-27,853690,Aluminium Lug,25 Sq.mm,,Nos,8,18%,9.44,,
DESIGNING,,PREMA METAL PROCESS,"187, Dr.Radhakrishna Road, Tatabad,Coimbatore -641 012",5/11/2026,PMP/0287/26-27,39199010,PC STICKER PLATE,"Jesuans logo - 2.5"" x 1.5""",,Nos,16,18%,18.88,,
DESIGNING,,PREMA METAL PROCESS,"187, Dr.Radhakrishna Road, Tatabad,Coimbatore -641 012",5/11/2026,PMP/0287/26-27,39199010,PC STICKER PLATE,"4.5x 3"" logo",,Nos,51,18%,60.18,,
DESIGNING,,PREMA METAL PROCESS,"187, Dr.Radhakrishna Road, Tatabad,Coimbatore -641 012",5/11/2026,PMP/0287/26-27,83100010,ALIMINIUM NAMEPLATE (R),"Ac side Earthing Nameplate,        2 types Each 70 Nos",,Nos,9,18%,10.62,,
DESIGNING,,PREMA METAL PROCESS,"187, Dr.Radhakrishna Road, Tatabad,Coimbatore -641 012",5/11/2026,PMP/0287/26-27,83100010,ALIMINIUM NAMEPLATE (R),Solar powerplant - Big                           75mm x 160 mm,,Nos,40,18%,47.2,,
DESIGNING,,PREMA METAL PROCESS,"187, Dr.Radhakrishna Road, Tatabad,Coimbatore -641 012",5/11/2026,PMP/0287/26-27,83100010,ALIMINIUM NAMEPLATE (R),Lighting Arrestor                                   Nameplate,,Nos,9,18%,10.62,,
Solar Panel,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",19-05-20269,FSCB/00126/26-27,85414300,SOLAR PANEL TOPCON ,625WP  NON DCR,SAATVIK,Nos,9375,5%,9843.75,,
SOLAR LIGHT,,SPECTRA TRADERS,"763(Old),Avinashi Road, Peelamedu, Coimbatore - 641004",5/22/2026,26-27/569,94054100,PHILIPS - BRC010 SOLAR PRO IN LET 40 / 765,,PHILIPS,Nos,5950,18%,7021,,
MEMBERSHIP,,Codissia,"Codissia G.D.Naidu Towers, Post Bag No. 3827, Huzur Road, Coimbatore  - 641018",5/22/2026,1107,99951,ASSOCIATE MEMBER SUBSCRIPTION,,,-,2400,18%,2832,,
EARTHING,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",5/25/2026,FSCH/00160/26-27,85389000,Earthing Electrode,1 MTS 17.2 MM DIA COPPER BONDED,,Nos,465,18%,548.7,,
EARTHING,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",5/25/2026,FSCH/00160/26-27,85389000,LIGHTINING ARESSTOR ,,,Nos,1200,18%,1416,,
EARTHING,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",5/25/2026,FSCH/00160/26-27,38249917,EARTHING COMPOUND,10 KGS,,Nos,230,18%,271.4,,
INVERTER,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",5/25/2026,FSCH/00160/26-27,85044090,10 KW HYBRID INVERTER ,10 KW,DEYE,Nos,158000,5%,165900,,
DCDB ,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",5/25/2026,FSCH/00160/26-27,85362010,DCDB BOX,2 in 2 out 1000V                                                          1 MCB & 1SPD,FESTON,Nos,7750,18%,9145,,
ACDB,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",5/25/2026,FSCH/02259/26-27,85362010,ACDB Box,3 PH WITH CHANGE OVER  32A MCB,FESTON,Nos,10900,18%,12862,,
DC CABLE,,SMART POWER SOLUTIONS,"178 Old no 14/39 New 177, Raju Naidu Street, Sivananthacolony, Coimbatore - 641012",5/25/2026,SPS/A1270/26-27,85441190,DC CABLE,BLACK ,MICROTEK,MTRS,52.5,18%,61.95,,
DC CABLE,,SMART POWER SOLUTIONS,"178 Old no 14/39 New 177, Raju Naidu Street, Sivananthacolony, Coimbatore - 641012",5/25/2026,SPS/A1270/26-27,85441190,DC CABLE,RED,MICROTEK,MTRS,52.5,18%,61.95,,
BATTERY BOX,,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",5/28/2026,FSCH/02555/26-27,85362010,BATTERY BOX,250A,FESTON,Nos,4900,18%,5782,,
FIRE SERVICE,,SAI FIRE SERVICE,"SF.NO.501/2, JVM GARDEN, SUBRAMANIAMPALAYAM, GN MILLS POST, COIMBATORE - 641029",5/29/2026,36,84241000,ABC 6 Kg,,,Nos,750,18%,885,,
FIRE SERVICE,,SAI FIRE SERVICE,"SF.NO.501/2, JVM GARDEN, SUBRAMANIAMPALAYAM, GN MILLS POST, COIMBATORE - 641029",5/29/2026,36,84241000,ABC 4 Kg,,,Nos,650,18%,767,,
ELECTRICALS & HARDWARES,,KK ENTERPRISES,"119, RANGAKONAR STREET, KATTOOR, COIMBATORE - 641 009",5/29/2026,3351/26-27,85366990, COPER SOCKET,35 SQ.MM,,Nos,78,18%,92.04,35%,
ELECTRICALS & HARDWARES,,KK ENTERPRISES,"119, RANGAKONAR STREET, KATTOOR, COIMBATORE - 641 010",5/29/2026,3358/26-27,85366990,1 CORE ROUND IND. CABLE 1.1 KV,35 SQ.MM,,Nos,1055,18%,1244.9,50%,
ELECTRICALS & HARDWARES,,KK ENTERPRISES,"119, RANGAKONAR STREET, KATTOOR, COIMBATORE - 641 011",5/29/2026,3358/26-27,,2 CORE ROUND IND. CABLE 1.1 KV,35 SQ.MM,,Nos,1055,18%,1244.9,50%,
BATTERY,5 KW,S POWER NEW ENERGY INDIA PVT LTD,"36, D227:J228Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",5/30/2026,SPNE/0026/26-27,85076000,Energy Storage System Lithium Battery 51.2V 105 Ah ( Wall Mount),LiFepO4 (S.NO: 2307060092),SPIDER,Nos,68200,18%,80476,,
BATTERY,,S POWER NEW ENERGY INDIA PVT LTD,"36, D227:J228Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",5/30/2026,SPNE/0026/26-27,8587211,Wall Mount Stand Set,,,Set,1000,18%,1180,,
INVERTER,5 KW,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",6/3/2026,FSCH/02864/26-27,85044090,DEYE HYBRID INVERTER,5 KW,DEYE,Nos,79000,5%,82950,,
STRUCTURE,6 KW,SHIVAA ENGINEERING WORKS,"NO.108/1, ATHIPALAYAM ROAD, CHINNAVEDAMPATTI, COIMBATORE - 641049",6/3/2026,SHI/26-27/374,73081000,PRE GALVAINZING MMS ROOF TOP,"6 X2 TABLE, 6.6KW SYSTEM, NORTH 8 FT; SOUTH 7 FT, WITH CROSS BRACING MODULE WATTS 625WP",,set,19900,18%,23482,,
STRUCTURE,3 KW,SHIVAA ENGINEERING WORKS,"NO.108/1, ATHIPALAYAM ROAD, CHINNAVEDAMPATTI, COIMBATORE - 641049",6/3/2026,SHI/26-27/374,73081000,PRE GALVAINZING MMS ROOF TOP,"3 X2 TABLE, 3.3 KW SYSTEM, NORTH 8 FT; SOUTH 7 FT, WITH CROSS BRACING MODULE WATTS 625WP",,set,11820,18%,13947.6,,
ACDB,5 KW,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",6/4/2026,FSCH/02945/26-27,85362010,ACDB Box,1 PH WITH CHANGE OVER 32 A MCB,FESTON,Nos,4700,18%,5546,,
DCDB,5 KW,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",6/4/2026,FSCH/02945/26-27,85362010,DCDB Box,2 in 2 out 500V 1 MCB & 1 SPD,FESTON,Nos,4950,18%,5841,,
BATTERY BOX,5KW,FESTA SOLAR PRIVATE LIMITED,"Ground, 1 st and 2 nd Floor,97/80, Vanagaram Ambattur, Road, Multi infotech, chennai - 600058",6/4/2026,FSCH/02945/26-27,85362010,BATTERY BOX,160AMPS,FESTON,Nos,4900,18%,5782,,
CAR,,SUPER AUTO STORES,"59, OOTY MAIN ROAD, METTUPALAYAM - 641 301",6/4/2026,SCD3146,84213100,AIR FILTER,,,Nos,330.51,18%,390.0018,,
BATTERY,5 KW,S POWER NEW ENERGY INDIA PVT LTD,"36, Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",6/8/2026,SPNE/0030/26-27,85076000,Energy Storage System Lithium Battery 51.2V 105 Ah ( Wall Mount),LiFepO4 (S.NO: X07EA21112D01218),SPIDER,Nos,68200,18%,80476,,
BATTERY,6 KW,S POWER NEW ENERGY INDIA PVT LTD,"36, Athirstalakshmi Garden, Mettupalayam Road, Behind Govt Womens ITI, GN Mills PO, Coimbatore - 641 029",6/8/2026,SPNE/0030/26-28,85287211,Wall Mount Stand Set,,,Set,1000,18%,1180,,
EARTHING,,KIRKAS TECH VENTURES PVT LTD,"Re.Sy.No.687/20, Teachers Colony, Thovalai, Shanmugapuram
Kanyakumari - 629302",6/16/2026,KT/26-27/INV106,72159020,Earthing Electrode,1.2 mts long 14 mm dia copper bonded rod wit SS bold & nut at the top,TOPBAS,Nos,220,18%,259.6,,
EARTHING,,KIRKAS TECH VENTURES PVT LTD,"Re.Sy.No.687/20, Teachers Colony, Thovalai, Shanmugapuram
Kanyakumari - 629302",6/17/2026,KT/26-27/INV106,72159020,LIGHTINING ARESSTOR ,1 mtr long 17 mm dia copper bonded multi spike lightining aresstor with insulator base,TOPBAS,Nos,625,18%,737.5,,
EARTHING,,KIRKAS TECH VENTURES PVT LTD,"Re.Sy.No.687/20, Teachers Colony, Thovalai, Shanmugapuram
Kanyakumari - 629302",6/18/2026,KT/26-27/INV106,25081090,Eathing Compound,10 KGS,TOPBAS,Nos,115,18%,135.7,,
EARTHING,,KIRKAS TECH VENTURES PVT LTD,"Re.Sy.No.687/20, Teachers Colony, Thovalai, Shanmugapuram
Kanyakumari - 629302",6/16/2026,KT/26-27/INV106,3923100,EARTH PIT CHAMBER,,TOPBAS,Nos,150,18%,177,,
BATTERY,,SHALOM TRADERS,"33D5, VOC FIRST STREET,RATHINAPURI, COIMBATORE - 641 027",6/18/2026,IN/26-27/0094,,OKAYA OPTT20000 60M BATTERY,,OKAYA,Nos,10170,18%,12001,,
INK,,KAISEL COMPUTERS,"357, SUDERA COMPLEX, 100 FEET ROAD,NEAR PSR SILKS, COIMBATORE-641 012",4/22/2026,KC-1369/26-27,32151190,CANON INK GL 71- CYAN,70 ML,GENUINE,Nos,529.66,18%,625,,
INK,,KAISEL COMPUTERS,"357, SUDERA COMPLEX, 100 FEET ROAD,NEAR PSR SILKS, COIMBATORE-641 012",4/22/2026,KC-1369/26-27,32151190,CANON INK GL 71- MAGENTA,70 ML,GENUINE,Nos,529.66,18%,625,,
INK,,KAISEL COMPUTERS,"357, SUDERA COMPLEX, 100 FEET ROAD,NEAR PSR SILKS, COIMBATORE-641 012",4/22/2026,KC-1369/26-27,32151190,CANON INK GL 71- YELLOW,70 ML,GENUINE,Nos,529.66,18%,625,,
INK,,KAISEL COMPUTERS,"357, SUDERA COMPLEX, 100 FEET ROAD,NEAR PSR SILKS, COIMBATORE-641 012",4/22/2026,KC-1369/26-27,32151190,CANON INK GL 71- BLACK,70 ML,GENUINE,Nos,360.17,18%,425,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,0,,
